금연구역명,금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
선곡초등학교,학교 시설의 경계로부터 10미터 이내,서울특별시,노원구,학교 시설의 경계로부터 10미터 이내,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 광운로2길 1,,서울특별시 노원구청,37.61869289,127.0578035,2021-09-13
월계그랑빌아파트 제1어린이놀이터(113동 뒤),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",,서울특별시 노원구청,37.61872402,127.0670825,2021-09-13
월계그랑빌아파트 제2어린이놀이터(114동 앞),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",,서울특별시 노원구청,37.61872402,127.0670825,2021-09-13
월계그랑빌아파트 제3어린이놀이터(관리동 뒤),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",,서울특별시 노원구청,37.61872402,127.0670825,2021-09-13
월계그랑빌아파트 제4어린이놀이터(124동 앞),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",,서울특별시 노원구청,37.61872402,127.0670825,2021-09-13
월계그랑빌아파트 제5어린이놀이터(110동 앞),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",,서울특별시 노원구청,37.61872402,127.0670825,2021-09-13
월계그랑빌아파트 제6어린이놀이터(107동 앞),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",,서울특별시 노원구청,37.61872402,127.0670825,2021-09-13
월계그랑빌아파트 제7어린이놀이터(105동 앞),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",,서울특별시 노원구청,37.61872402,127.0670825,2021-09-13
월계그랑빌아파트 제8어린이놀이터(103동 앞),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 마들로 31 (월계동, 그랑빌아파트)",,서울특별시 노원구청,37.61872402,127.0670825,2021-09-13
한양유치원,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 마들로 31(월계동, 그랑빌아파트)",,서울특별시 노원구청,37.61872402,127.0670825,2021-09-13
축복어린이집,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 마들로 31 ,116동 103호(월계동 그랑빌아파트)",,서울특별시 노원구청,37.61872402,127.0670825,2021-09-13
별빛,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,410,50000,02-2116-4381,서울특별시 노원구 공릉1동 690-1,,서울특별시 노원구청,37.619109,127.072203,2021-09-13
광운중학교,학교출입문으로부터 직선거리 50미터이내,서울특별시,노원구,학교절대정화구역,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 광운로1길 24,,서울특별시 노원구청,37.6192413,127.0565444,2021-09-13
광운전자공업고등학교,학교출입문으로부터 직선거리 50미터이내,서울특별시,노원구,학교절대정화구역,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 광운로1길 24,,서울특별시 노원구청,37.6192413,127.0565444,2021-09-13
광운중학교,학교 시설의 경계로부터 10미터 이내,서울특별시,노원구,학교 시설의 경계로부터 10미터 이내,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 광운로1길 24,,서울특별시 노원구청,37.6192413,127.0565444,2021-09-13
광운전자공업고등학교,학교 시설의 경계로부터 10미터 이내,서울특별시,노원구,학교 시설의 경계로부터 10미터 이내,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 광운로1길 24,,서울특별시 노원구청,37.6192413,127.0565444,2021-09-13
광운중학교 통학로,학교 정문 및 건너편 앞 보행로(총 1.230m),서울특별시,노원구,거리,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 광운로 1길 24,,서울특별시 노원구청,37.6192413,127.0565444,2021-09-13
보고유치원,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 석계로13길 23-14 (월계동),,서울특별시 노원구청,37.61960009,127.0613815,2021-09-13
대동1차아파트 놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 동일로175길 38 (공릉동，대동아파트),,서울특별시 노원구청,37.61988852,127.0724708,2021-09-13
돌곶이,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,954,50000,02-2116-4381,서울특별시 노원구 월계1동 429-4,,서울특별시 노원구청,37.619986,127.061171,2021-09-13
"태능육군관사 무궁화놀이터(107동,104동사이)",시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 화랑로 564 (공릉동),,서울특별시 노원구청,37.62012196,127.0894164,2021-09-13
태능육군관사 도담놀이터(109동앞),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 화랑로 564 (공릉동),,서울특별시 노원구청,37.62012196,127.0894164,2021-09-13
태능육군관사 유아놀이터(복지동),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 화랑로 564 (공릉동),,서울특별시 노원구청,37.62012196,127.0894164,2021-09-13
화랑아띠어린이집,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 화랑로 564,,서울특별시 노원구청,37.62012196,127.0894164,2021-09-13
푸른숲어린이집,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 노원로1길 85-10,,서울특별시 노원구청,37.62022415,127.0827199,2021-09-13
월계,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,858,50000,02-2116-4381,서울특별시 노원구 월계1동 429-44,,서울특별시 노원구청,37.620411,127.061165,2021-09-13
무지개,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 공릉2동 89,,서울특별시 노원구청,37.620547,127.083252,2021-09-13
옹달샘,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,341,50000,02-2116-4381,서울특별시 노원구 공릉2동 270-4,,서울특별시 노원구청,37.620619,127.080918,2021-09-13
장은하이빌아파트어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 석계로13길 6-9 (월계동),,서울특별시 노원구청,37.62061908,127.0616209,2021-09-13
개미,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,974,50000,02-2116-4381,서울특별시 노원구 공릉1동 589-4,,서울특별시 노원구청,37.620621,127.077803,2021-09-13
한천초등학교,학교출입문으로부터 직선거리 50미터이내,서울특별시,노원구,학교절대정화구역,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 마들로 45,,서울특별시 노원구청,37.62070855,127.0692456,2021-09-13
한천초등학교,학교 시설의 경계로부터 10미터 이내,서울특별시,노원구,학교 시설의 경계로부터 10미터 이내,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 마들로 45,,서울특별시 노원구청,37.62070855,127.0692456,2021-09-13
월계1동어린이집,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 석계로 69 (월계동),,서울특별시 노원구청,37.62090696,127.0624403,2021-09-13
공릉현대아파트 어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 동일로176길 39-12 (공릉동, 현대아파트)",,서울특별시 노원구청,37.62093074,127.0770888,2021-09-13
공릉9단지청솔아파트어린이놀이터-1(901동),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 노원로1길 21 (공릉동),,서울특별시 노원구청,37.62093283,127.0845557,2021-09-13
공릉9단지청솔아파트어린이놀이터-2(904동),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 노원로1길 21 (공릉동),,서울특별시 노원구청,37.62093283,127.0845557,2021-09-13
월계아랑어린이집,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 광운로12길 6 (월계동),,서울특별시 노원구청,37.62096617,127.0594455,2021-09-13
소곶네,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,612,50000,02-2116-4381,서울특별시 노원구 월계1동 411-47,,서울특별시 노원구청,37.621025,127.061521,2021-09-13
효성,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 공릉2동 742-4,,서울특별시 노원구청,37.621211,127.088648,2021-09-13
공릉동근린공원,시설부지,서울특별시,노원구,공원,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 공릉2동 63-1일원,,서울특별시 노원구청,37.6212522,127.0811023,2021-09-13
한일2차아파트 201동 뒤 어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 석계로13길 6-10 (월계동),,서울특별시 노원구청,37.62128197,127.0620646,2021-09-13
신내효성아파트 어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 화랑로 556 (공릉동),,서울특별시 노원구청,37.62128728,127.0877549,2021-09-13
두산힐스빌아파트 108동 놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 공릉로 126 (공릉동),,서울특별시 노원구청,37.62131115,127.0795041,2021-09-13
두산힐스빌아파트 101동 놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 공릉로 126 (공릉동),,서울특별시 노원구청,37.62131115,127.0795041,2021-09-13
두산힐스빌아파트 103동 놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 공릉로 126 (공릉동),,서울특별시 노원구청,37.62131115,127.0795041,2021-09-13
대주파크빌아파트 놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 섬밭로 52 (공릉동),,서울특별시 노원구청,37.62138796,127.0721415,2021-09-13
공릉비콘아파트어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 공릉로 130 (공릉동),,서울특별시 노원구청,37.62162481,127.0793368,2021-09-13
월계대동아파트 102동 놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 광운로 46 (월계동, 대동아파트)",,서울특별시 노원구청,37.62166104,127.0608053,2021-09-13
새봄드림필아파트 놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 광운로17길 45-3 (월계동, 새봄아파트)",,서울특별시 노원구청,37.62183897,127.0581594,2021-09-13
벼루,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,327,50000,02-2116-4381,서울특별시 노원구 월계1동 500-3,,서울특별시 노원구청,37.621966,127.056444,2021-09-13
꿈의숲SK뷰106동앞놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 월계로42길 97 (월계동, 꿈의 숲 SK VIEW)",,서울특별시 노원구청,37.6220035,127.0531754,2021-09-13
꿈의숲SK뷰103동옆유아놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 월계로42길 97 (월계동, 꿈의 숲 SK VIEW)",,서울특별시 노원구청,37.6220035,127.0531754,2021-09-13
꿈의숲SK뷰104동앞놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 월계로42길 97 (월계동, 꿈의 숲 SK VIEW)",,서울특별시 노원구청,37.6220035,127.0531754,2021-09-13
예뜨랑어린이집,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 동일로179길 16 (공릉동),,서울특별시 노원구청,37.62203611,127.0730483,2021-09-13
새나라,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,992,50000,02-2116-4381,서울특별시 노원구 공릉1동 569-21,,서울특별시 노원구청,37.622061,127.072789,2021-09-13
월계한일1차아파트 어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 석계로15길 25 (월계동),,서울특별시 노원구청,37.62206441,127.0613403,2021-09-13
성북유치원,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 광운로17길 5-3(월계동),,서울특별시 노원구청,37.62217729,127.0590613,2021-09-13
공릉중학교,학교출입문으로부터 직선거리 50미터이내,서울특별시,노원구,학교절대정화구역,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 노원로1길 42,,서울특별시 노원구청,37.62222733,127.0836011,2021-09-13
공릉중학교,학교 시설의 경계로부터 10미터 이내,서울특별시,노원구,학교 시설의 경계로부터 10미터 이내,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 노원로1길 42,,서울특별시 노원구청,37.62222733,127.0836011,2021-09-13
공릉군인아파트 놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 공릉로34길 28 (공릉동, 공릉아파트)",,서울특별시 노원구청,37.62248859,127.0810459,2021-09-13
연천내,시설부지,서울특별시,노원구,어린이공원,노원구금연구역지정및간접흡연피해방지에관한조례,152,50000,02-2116-4381,서울특별시 노원구 월계1동 411-50,,서울특별시 노원구청,37.622491,127.061082,2021-09-13
광덕파크빌아파트어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 동일로180길 48-9 (공릉동),,서울특별시 노원구청,37.62252346,127.0774302,2021-09-13
성북맨션어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 석계로 107 (월계동),,서울특별시 노원구청,37.62253339,127.0604209,2021-09-13
교육촌어린이집,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 월계로44길 61 (월계동),,서울특별시 노원구청,37.62268481,127.0527908,2021-09-13
"광운대력 1번, 2번, 3번 출입구",출입구로 부터 10m,서울특별시,노원구,지하철 출입구,서울특별시 간접흡연 피해방지 조례,,50000,02-2116-4381,서울특별시 노원구 석계로 98-2,,서울특별시 노원구청,37.62303365,127.0617625,2021-09-13
화랑타운아파트 704동 어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 화랑로51길 17 (공릉동, 화랑타운아파트)",,서울특별시 노원구청,37.62307724,127.0893655,2021-09-13
화랑타운아파트 702동 어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 화랑로51길 17 (공릉동, 화랑타운아파트)",,서울특별시 노원구청,37.62307724,127.0893655,2021-09-13
태릉초등학교,학교출입문으로부터 직선거리 50미터이내,서울특별시,노원구,학교절대정화구역,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 노원로1길 36,,서울특별시 노원구청,37.62310204,127.0850611,2021-09-13
태릉초등학교,학교 시설의 경계로부터 10미터 이내,서울특별시,노원구,학교 시설의 경계로부터 10미터 이내,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 노원로1길 36,,서울특별시 노원구청,37.62310204,127.0850611,2021-09-13
성북역신도브래뉴아파트 어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 광운로19길 38 (월계동, 성북역신도브래뉴)",,서울특별시 노원구청,37.6231539,127.0591889,2021-09-13
대아2차아파트어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 동일로183길 34 (공릉동, 대아아파트)",,서울특별시 노원구청,37.62328049,127.0713911,2021-09-13
미광유치원,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 공릉로34길 62 (공릉동, 태강아파트 내)",,서울특별시 노원구청,37.62336721,127.0821207,2021-09-13
태강아파트어린이놀이터(1015동),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 공릉로34길 62 (공릉동, 태강아파트)",,서울특별시 노원구청,37.62336721,127.0821207,2021-09-13
태강아파트어린이놀이터(1009동),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 공릉로34길 62 (공릉동, 태강아파트)",,서울특별시 노원구청,37.62336721,127.0821207,2021-09-13
태강아파트어린이놀이터(1018동),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 공릉로34길 62 (공릉동, 태강아파트)",,서울특별시 노원구청,37.62336721,127.0821207,2021-09-13
태강아파트어린이놀이터(1004동),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 공릉로34길 62 (공릉동, 태강아파트)",,서울특별시 노원구청,37.62336721,127.0821207,2021-09-13
태강아파트어린이놀이터(1020동),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 공릉로34길 62 (공릉동, 태강아파트)",,서울특별시 노원구청,37.62336721,127.0821207,2021-09-13
태강아파트어린이놀이터(유아놀이터),시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 공릉로34길 62 (공릉동, 태강아파트)",,서울특별시 노원구청,37.62336721,127.0821207,2021-09-13
솔밭근린공원,시설부지,서울특별시,노원구,공원,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 공릉2동 111-1,,서울특별시 노원구청,37.6234019,127.0884994,2021-09-13
월계숲속어린이집,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 월계로44나길 31-4,,서울특별시 노원구청,37.62343019,127.0542141,2021-09-13
새롬영재어린이집,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 동일로182길 47-7,,서울특별시 노원구청,37.62343591,127.0764253,2021-09-13
동산어린이집,시설경계 10m 이내,서울특별시,노원구,"유치원, 어린이집 시설경계 10m",국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 공릉로37길 6 (공릉동),,서울특별시 노원구청,37.62344855,127.0791167,2021-09-13
한내근린공원,시설부지,서울특별시,노원구,공원,노원구금연구역지정및간접흡연피해방지에관한조례,,50000,02-2116-4381,서울특별시 노원구 월계3동1-1일원,,서울특별시 노원구청,37.62358838,127.0687815,2021-09-13
공릉8단지청솔아파트 802동옆 놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 노원로1가길 10 (공릉동),,서울특별시 노원구청,37.62364919,127.0859589,2021-09-13
월계서광아파트어린이놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 마들로1길 44 (월계동),,서울특별시 노원구청,37.62365594,127.0639877,2021-09-13
효성아파트 놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,서울특별시 노원구 공릉로34길 45 (공릉동),,서울특별시 노원구청,37.62365976,127.0812194,2021-09-13
공릉대아아파트놀이터,시설부지,서울특별시,노원구,어린이 놀이시설,국민건강증진법,,100000,02-2116-4381,"서울특별시 노원구 공릉로 157 (공릉동, 대아아파트)",,서울특별시 노원구청,37.62393157,127.0789904,2021-09-13
