금연구역명,금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
구립복은어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 복은2길 6-24 (신림동) [서림동],,서울특별시 관악구보건소,37.473261,126.936729,2020-11-25
구립비안어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 장군봉6길 8 (봉천동) [청룡동],,서울특별시 관악구보건소,37.48161305,126.939332,2020-11-25
구립상록어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 신원로2길 4-7 (신림동) [신원동],,서울특별시 관악구보건소,37.48001426,126.9285036,2020-11-25
구립새들어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관천로16길 55 (신림동) [신림동],,서울특별시 관악구보건소,37.48775131,126.926489,2020-11-25
구립새빛어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 신사로10길 29 (신림동) [신사동],,서울특별시 관악구보건소,37.486347,126.915147,2020-11-25
구립색동어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 봉천로17길 5-16,,서울특별시 관악구보건소,37.488517,126.9315704,2020-11-25
구립서원어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 서원3길 25 (신림동) [서원동],,서울특별시 관악구보건소,37.476903,126.9342273,2020-11-25
구립선봉어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 봉천로27길 20 (봉천동) [은천동],,서울특별시 관악구보건소,37.48519157,126.9396852,2020-11-25
구립성현햇살어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관악로37길 65 (봉천동) [성현동],,서울특별시 관악구보건소,37.486857,126.955831,2020-11-25
구립소하어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관천로15길 116,,서울특별시 관악구보건소,37.48584308,126.916174,2020-11-25
구립신림어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 난곡로 67 (신림동) [난향동],,서울특별시 관악구보건소,37.46151944,126.918782,2020-11-25
구립신사어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관천로21길 16,,서울특별시 관악구보건소,37.488071,126.920692,2020-11-25
구립신일어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 문성로28길 51 (신림동) [신림동],,서울특별시 관악구보건소,37.477117,126.9262973,2020-11-25
구립아기구름어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 남부순환로237길 22 1층 (행운동),,서울특별시 관악구보건소,37.479353,126.960777,2020-11-25
구립아람어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관악로 229-12,,서울특별시 관악구보건소,37.485257,126.9549654,2020-11-25
구립아름꿈노아어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 남부순환로145길 6 (조원동),,서울특별시 관악구보건소,37.48185605,126.9123705,2020-11-25
구립아이뜰어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 봉천로33나길 30 은천동 복합청사 1층 [은천동],,서울특별시 관악구보건소,37.485248,126.942408,2020-11-25
구립아이봄어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 은천로 86 두산아파트 208-101,,서울특별시 관악구보건소,37.486594,126.945493,2020-11-25
구립양지어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 양지12길 18-1 (신림동),,서울특별시 관악구보건소,37.46872558,126.928471,2020-11-25
구립예지어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 난곡로30나길 19 (신림동) [난곡동],,서울특별시 관악구보건소,37.47106022,126.9229412,2020-11-25
구립예촌어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 남현1가길 29 남현동 복합청사내 1층,,서울특별시 관악구보건소,37.474552,126.977866,2020-11-25
구립용꿈어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 신림로58길 68,,서울특별시 관악구보건소,37.482359,126.933714,2020-11-25
구립우리꿈어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 은천로 93 벽산블루밍아파트 1718동 1호,,서울특별시 관악구보건소,37.491547,126.942893,2020-11-25
구립운서어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 미성길 60 두영아파트 103호,,서울특별시 관악구보건소,37.474723,126.913774,2020-11-25
구립원광어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 신림로64길 57 (신림동) [신림동],,서울특별시 관악구보건소,37.485456,126.932916,2020-11-25
구립원당어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 행운1길 6-3 (봉천동) [행운동],,서울특별시 관악구보건소,37.48005007,126.958825,2020-11-25
구립율곡어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 신우길 1 (신림동) [삼성동],,서울특별시 관악구보건소,37.46205304,126.932551,2020-11-25
구립은천어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 국회단지10길 22 (봉천동) [은천동],,서울특별시 관악구보건소,37.48825203,126.9427923,2020-11-25
구립장군봉어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 장군봉길 100,,서울특별시 관악구보건소,37.478783,126.9393074,2020-11-25
구립조앤아이어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관악로30길 12 봉천우성아파트 103-101,,서울특별시 관악구보건소,37.485728,126.959322,2020-11-25
구립조은어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 관리동(122동 123동 사이),,서울특별시 관악구보건소,37.486659,126.960123,2020-11-25
구립중앙어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 봉천로41길 35 (봉천동) [중앙동],,서울특별시 관악구보건소,37.484433,126.9482897,2020-11-25
구립즐거운어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 양녕로 31 두산아파트 3단지 관리동,,서울특별시 관악구보건소,37.485309,126.946044,2020-11-25
구립찬솔어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 법원단지12길 24,,서울특별시 관악구보건소,37.47281875,126.9209321,2020-11-25
구립청능어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관악로11길 79-11 (봉천동) [청룡동],,서울특별시 관악구보건소,37.47820357,126.947713,2020-11-25
구립청룡어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 쑥고개로 60 (봉천동) [청룡동],,서울특별시 관악구보건소,37.47942865,126.9430007,2020-11-25
구립초롱별어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 난곡로45길 5,,서울특별시 관악구보건소,37.476213,126.915324,2020-11-25
구립토마토어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 남부순환로248길 78 아이펠리스 101호,,서울특별시 관악구보건소,37.472761,126.966087,2020-11-25
구립하난곡어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 난우10가길 2 (신림동) [미성동],,서울특별시 관악구보건소,37.476307,126.919916,2020-11-25
구립하늘빛어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 청림5길 28,,서울특별시 관악구보건소,37.48959558,126.9602716,2020-11-25
구립합실어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 광신길 113 (신림동) [삼성동],,서울특별시 관악구보건소,37.4640496,126.9254172,2020-11-25
구립해뜨는어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관천로27길 2 우방아파트 103-103,,서울특별시 관악구보건소,37.488783,126.918762,2020-11-25
구립햇님몬테소리어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 120-103,,서울특별시 관악구보건소,37.486068,126.960493,2020-11-25
구립행운어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 행운1라길 9,,서울특별시 관악구보건소,37.48323529,126.956741,2020-11-25
구립현대가정어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관악로 304 현대아파트 118-102,,서울특별시 관악구보건소,37.492975,126.960459,2020-11-25
구립희아어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관악로30길 27 관악푸르지오아파트 122-101,,서울특별시 관악구보건소,,126.960074,2020-11-25
굿모닝어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 호암로 417 국제산장아파트 관리동 2층 [삼성동] (신림동),,서울특별시 관악구보건소,37.460891,,2020-11-25
그린나래어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 쑥고개로2길 48,,서울특별시 관악구보건소,37.47543595,126.939242,2020-11-25
그린업어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관악로30길 27 111동 101호(봉천동 관악푸르지오아파트),,서울특별시 관악구보건소,37.488814,126.961045,2020-11-25
기쁨샘몬테소리어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,"서울특별시 관악구 난곡로 55 232동 104호(신림동, 관악산휴먼시아아파트) [난향동]",,서울특별시 관악구보건소,37.458573,126.919384,2020-11-25
꼬마별어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,"서울특별시 관악구 인헌길 116 101호 (봉천동,라인맨션) [인헌동]",,서울특별시 관악구보건소,37.470545,126.967619,2020-11-25
꼬마숲어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 남현길 18 (남현동) [남현동],,서울특별시 관악구보건소,37.475787,126.977166,2020-11-25
꽃샘어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,"서울특별시 관악구 난곡로 30 106동 106호(신림동,관악산휴먼시아1단지)[난향동]",,서울특별시 관악구보건소,37.461812,126.921509,2020-11-25
꾸러기어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 문성로 242 (신림동) [신원동],,서울특별시 관악구보건소,37.478554,126.930439,2020-11-25
꿈그린어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,"서울특별시 관악구 관악로 285 108동 101호(봉천동, 봉천동아1차아파트) [성현동]",,서울특별시 관악구보건소,37.489982,,2020-11-25
꿈꾸는새싹어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,"서울특별시 관악구 남현길 91 103동 102호(남현동, 우림루미아트) [남현동]",,서울특별시 관악구보건소,37.472638,,2020-11-25
꿈꾸는예지어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 난곡로26길 78,,서울특별시 관악구보건소,37.469561,126.923924,2020-11-25
꿈나무가정어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,"서울특별시 관악구 성현로 80 143동 101호(봉천동, 관악드림타운) [성현동]",,서울특별시 관악구보건소,37.490333,126.948672,2020-11-25
꿈나무어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 신림로3가길 45-24 청광아파트 101동 104호,,서울특별시 관악구보건소,37.467574,126.942016,2020-11-25
꿈동산어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 봉천로21길 66 보라매동] (봉천동),,서울특별시 관악구보건소,37.489746,,2020-11-25
꿈사랑어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 양지13길 13 신림동 357-54 [삼성동](신림동),,서울특별시 관악구보건소,37.468794,126.929577,2020-11-25
꿈여울어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,"서울특별시 관악구 은천로 93 207동 102호(봉천동, 벽산블루밍아파트) [은천동]",,서울특별시 관악구보건소,37.490265,126.943765,2020-11-25
꿈초롱어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,서울특별시 관악구 관악로 304 현대아파트 123동 104호,,서울특별시 관악구보건소,37.491868,126.959998,2020-11-25
나무바다어린이집,시설 경계선으로부터 10m이내,서울특별시,관악구,어린이집,국민건강증진법 제9조 제6항,,100000,02-879-7124,"서울특별시 관악구 은천로 86 207동 102호(봉천동, 두산아파트) [은천동]",,서울특별시 관악구보건소,37.486302,126.945114,2020-11-25
