금연구역명,금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
까리따스어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 남부순환로 2124(방배동),서울특별시 서초구 방배동 3274,서초구보건소 건강정책과,37.47498587,126.9843762,2021-10-14
꼬마숲바른i어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 양재대로2길 90 208동 105호(우면동, LH스타힐스)",서울특별시 서초구 우면동 773,서초구보건소 건강정책과,37.45760689,127.0175687,2021-10-14
꿈꾸는새싹어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 방배선행길 1 108동101호(방배동,우성아파트)",서울특별시 서초구 방배동 2525,서초구보건소 건강정책과,37.47500718,126.9821559,2021-10-14
꿈터어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 바우뫼로 91 101동 101호(양재동, 양재우성아파트)",서울특별시 서초구 양재동 154-2,서초구보건소 건강정책과,37.47504047,127.031799,2021-10-14
나래어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 양재대로2길 33(우면동, 엘에이치서초4단지)",서울특별시 서초구 우면동 788,서초구보건소 건강정책과,37.45820762,127.0240973,2021-10-14
남서울교회어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 신반포로 131(반포동),서울특별시 서초구 반포동 1-24,서초구보건소 건강정책과,37.5044967,126.9985478,2021-10-14
남태령어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 전원말길 6(방배동),서울특별시 서초구 방배동 2877,서초구보건소 건강정책과,37.46589698,126.9887866,2021-10-14
내곡어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 홍씨마을길 25(내곡동),서울특별시 서초구 내곡동 156-4,서초구보건소 건강정책과,37.45319672,127.0654742,2021-10-14
늘사랑어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 신반포로19길 10 22동 103호(반포동, 신반포한신아파트)",서울특별시 서초구 반포동 1-1,서초구보건소 건강정책과,37.50839982,,2021-10-14
늘푸른아이들어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 신반포로15길 4 101동 101호(반포동, 반포대우아파트)",서울특별시 서초구 반포동 10,서초구보건소 건강정책과,37.50414349,126.9974531,2021-10-14
늘푸른어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 신반포로33길 64 2동 101호(잠원동, 잠원한신로얄아파트)",서울특별시 서초구 잠원동 63-34,서초구보건소 건강정책과,37.51331182,127.0086868,2021-10-14
니꼴라오어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 논현로5길 28(양재동),서울특별시 서초구 양재동 396-2,서초구보건소 건강정책과,37.47206501,127.0481854,2021-10-14
다솜어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 반포대로 180(서초동),서울특별시 서초구 서초동 1724,서초구보건소 건강정책과,37.49583968,127.0061563,2021-10-14
도담도담어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 헌릉로8길 45 203동 101호 (내곡동, 서초포레스타2단지)",서울특별시 서초구 내곡동 143,서초구보건소 건강정책과,37.45469039,127.062546,2021-10-14
도담어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 태봉로2길 65(우면동, 서초네이처힐4단지)",서울특별시 서초구 우면동 720,서초구보건소 건강정책과,37.46412511,127.0257857,2021-10-14
도레미어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 효령로8길 24(방배동),서울특별시 서초구 방배동 476-22,서초구보건소 건강정책과,37.47702985,126.9886888,2021-10-14
동아어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 신반포로33길 15 103동 103호(잠원동, 동아아파트)",서울특별시 서초구 잠원동 157,서초구보건소 건강정책과,37.5090446,127.0095233,2021-10-14
드림빅스맘어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 태봉로2길 60 308동 104호(우면동, 서초네이처힐3단지)",서울특별시 서초구 우면동 717,서초구보건소 건강정책과,37.46565291,127.0271833,2021-10-14
또래어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 신반포로33길 15 101동 105호(잠원동, 동아아파트)",서울특별시 서초구 잠원동 157,서초구보건소 건강정책과,37.5090446,127.0095233,2021-10-14
라라라어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 양재대로2길 11 502동 104호(우면동, 엘에이치서초5단지)",서울특별시 서초구 우면동 789,서초구보건소 건강정책과,37.45912995,127.0255398,2021-10-14
락앤락샛별어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),5,100000,02-2155-8176,서울특별시 서초구 서리풀3길 21(서초동),서울특별시 서초구 서초동 1618-2,서초구보건소 건강정책과,37.48766808,127.0183537,2021-10-14
롯데건설어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 강남대로101안길 33(잠원동),서울특별시 서초구 잠원동 15-3,서초구보건소 건강정책과,37.5158157,127.0170394,2021-10-14
리체꿈나라 어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 고무래로 35(반포동),서울특별시 서초구 반포동 30-26,서초구보건소 건강정책과,37.50446722,127.0124542,2021-10-14
리틀밥어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 신반포로23길 41 105동 110호(잠원동, 신반포한신아파트)",서울특별시 서초구 잠원동 73,서초구보건소 건강정책과,37.51165781,127.0044694,2021-10-14
미소담은어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 바우뫼로 89 105동 105호(양재동, 우성아파트)",서울특별시 서초구 양재동 154-2,서초구보건소 건강정책과,37.47504047,127.031799,2021-10-14
바로미어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 서초중앙로 157 서울법원종합청사별관 (서초동),서울특별시 서초구 서초동 1701-1,서초구보건소 건강정책과,37.49827564,127.0111232,2021-10-14
바름이어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 서초대로45길 20(서초동),서울특별시 서초구 서초동 1706-4,서초구보건소 건강정책과,37.49414561,127.008965,2021-10-14
반포1동어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 신반포로 318(반포동),서울특별시 서초구 반포동 703-1,서초구보건소 건강정책과,37.51000049,127.0184813,2021-10-14
반포복지관어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 사평대로55길 90(반포동),서울특별시 서초구 반포동 724-12,서초구보건소 건강정책과,37.5078779,127.0212379,2021-10-14
반포어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 사평대로20길 54(반포동),서울특별시 서초구 반포동 107-87,서초구보건소 건강정책과,37.49702913,126.9967386,2021-10-14
반포예원어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 사평대로 240 502동 104호(반포동, 미도2차아파트)",서울특별시 서초구 반포동 60-5,서초구보건소 건강정책과,37.50288909,127.0073194,2021-10-14
반포자이어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 신반포로 270 129동 103호(반포동, 반포자이아파트)",서울특별시 서초구 반포동 20-43,서초구보건소 건강정책과,37.50785869,127.0115816,2021-10-14
반포퍼스티지 하늘어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 반포대로 275(반포동),서울특별시 서초구 반포동 18-1,서초구보건소 건강정책과,37.50239189,126.9959648,2021-10-14
반포퍼스티지솔마을 어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 반포대로 275(반포동, 래미안퍼스티지아파트)",서울특별시 서초구 반포동 18-1,서초구보건소 건강정책과,37.50239189,126.9959648,2021-10-14
방배본동 행복한 어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 동광로11길 86(방배동),서울특별시 서초구 방배동 768-5,서초구보건소 건강정책과,37.49501003,126.9854984,2021-10-14
방배안데르센어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 과천대로 946 105동 105호(방배동, 방배우성아파트)",서울특별시 서초구 방배동 2525,서초구보건소 건강정책과,37.47500718,126.9821559,2021-10-14
방배어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 방배로19길 36-8(방배동),서울특별시 서초구 방배동 321-10,서초구보건소 건강정책과,37.48509242,126.9930667,2021-10-14
방배하나어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 서초대로14길 28(방배동),서울특별시 서초구 방배동 962-34,서초구보건소 건강정책과,37.48448672,126.9899145,2021-10-14
베베어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 잠원로4길 34-11 101동 101호(잠원동, 녹원한신아파트)",서울특별시 서초구 잠원동 60-7,서초구보건소 건강정책과,37.51221956,127.0115325,2021-10-14
별어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 사임당로 130 5동 108호(서초동, 신동아아파트)",서울특별시 서초구 서초동 1334,서초구보건소 건강정책과,37.49162785,127.0242301,2021-10-14
별하어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 태봉로2길 30 607동 102호(우면동, 서초네이처힐6단지)",서울특별시 서초구 우면동 737,서초구보건소 건강정책과,37.4611518,127.025649,2021-10-14
봄꽃나라어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 잠원로14길 41 324동106호(잠원동,신반포한신아파트)",서울특별시 서초구 잠원동 50-5,서초구보건소 건강정책과,37.51649721,127.0143746,2021-10-14
사랑의어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 신반포로33길 22(잠원동),서울특별시 서초구 잠원동 60-5,서초구보건소 건강정책과,37.50995268,127.0109938,2021-10-14
산성몬테소리어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 사평대로 253(반포동),서울특별시 서초구 반포동 20-15,서초구보건소 건강정책과,37.50524943,127.0110383,2021-10-14
삼성전자서울R&D캠퍼스어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 성촌길 67(우면동),서울특별시 서초구 우면동 685,서초구보건소 건강정책과,37.46571539,127.0212602,2021-10-14
새롬키즈어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 서초대로6길 46(방배동),서울특별시 서초구 방배동 958-20,서초구보건소 건강정책과,37.483153,126.9876217,2021-10-14
새싹빅스맘어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 형촌길 15 208동 101호(우면동, 서초네이처힐아파트)",서울특별시 서초구 우면동 712,서초구보건소 건강정책과,37.46329893,127.021463,2021-10-14
새싹어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 잠원로 37-48 203동 104호(잠원동,신반포4차 아파트)",서울특별시 서초구 잠원동 73,서초구보건소 건강정책과,37.51165781,127.0044694,2021-10-14
샤이닝키즈어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 서초대로74길 30 (서초동),서울특별시 서초구 서초동 1326-17,서초구보건소 건강정책과,37.49509077,127.026805,2021-10-14
서울발트킨더어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 헌릉로8길 10-12 107동(신원동, 힐스테이트서초젠트리스)",서울특별시 서초구 신원동 412-5,서초구보건소 건강정책과,37.45594694,127.0579402,2021-10-14
서울성모병원어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 반포대로 222(반포동),서울특별시 서초구 반포동 505,서초구보건소 건강정책과,37.50239362,127.0058443,2021-10-14
서울시인재개발원 쑥쑥어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 남부순환로340길 58(서초동),서울특별시 서초구 서초동 391,서초구보건소 건강정책과,37.48119434,127.0234353,2021-10-14
서정어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 방배천로 48(방배동),서울특별시 서초구 방배동 455-11,서초구보건소 건강정책과,37.48076653,126.9827876,2021-10-14
서초1삼성어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 서초대로74길 11(서초동),서울특별시 서초구 서초동 1320-10,서초구보건소 건강정책과,37.49663327,127.0269141,2021-10-14
서초2삼성어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 서초대로74길 14(서초동),서울특별시 서초구 서초동 1321-20,서초구보건소 건강정책과,37.49595949,127.0261223,2021-10-14
서초구 육아종합지원센터,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 남부순환로347길 46(서초동),서울특별시 서초구 서초동 1360-26,서초구보건소 건강정책과,37.48642194,127.0314197,2021-10-14
서초구립 내곡연두어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 헌릉로 226(내곡동),서울특별시 서초구 내곡동 184-1,서초구보건소 건강정책과,37.4549486,127.0649242,2021-10-14
서초구립 느티나무어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 사임당로19길 126(서초동),서울특별시 서초구 서초동 1643-44,서초구보건소 건강정책과,37.49232424,127.0199063,2021-10-14
서초구립 도구머리어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 청두곶2길 33(방배동),서울특별시 서초구 방배동 산75-3,서초구보건소 건강정책과,37.47862269,126.9871929,2021-10-14
서초구립 래미안서초에스티지S어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 서운로 104(서초동),서울특별시 서초구 서초동 1331,서초구보건소 건강정책과,37.4934156,127.0264914,2021-10-14
서초구립 리본타워2단지어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 매헌로16길 40(양재동, 양재리본타워2단지)",서울특별시 서초구 양재동 212,서초구보건소 건강정책과,37.46492969,127.0361718,2021-10-14
서초구립 리본타워어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,"서울특별시 서초구 바우뫼로18길 20 101동(양재동, 양재리본타워1단지)",서울특별시 서초구 양재동 102,서초구보건소 건강정책과,37.47288858,127.0321465,2021-10-14
서초구립 반포1동주민센터어린이집,건축물 경계선 반경 10m이내의 도로법에 의한 보도 및 차도,서울특별시,서초구,어린이집,서초구 간접흡연피해방지 조례 제5조(서초구 고시 제2012-91호),10,100000,02-2155-8176,서울특별시 서초구 사평대로 273(반포동),서울특별시 서초구 반포동 20-48,서초구보건소 건강정책과,37.50509422,127.0133771,2021-10-14
