금연구역명,금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
둔촌,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,2226,100000,02-3425-6702,서울특별시 강동구 둔촌2동 79-4,서울특별시 강동구 둔촌2동 79-4,서울특별시 강동구청,37.531416,127.143311,2021-08-30
말우물,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1619,100000,02-3425-6702,서울특별시 강동구 상일로21길14-7,서울특별시 강동구 고덕2동 178,서울특별시 강동구청,37.5600003,127.169486,2021-08-30
명우,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,403,100000,02-3425-6702,서울특별시 강동구 명일1동 312-206,서울특별시 강동구 명일1동 312-206,서울특별시 강동구청,37.551594,127.141452,2021-08-30
명일,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,649709,100000,02-3425-6702,서울특별시 강동구 구천면로587,서울특별시 강동구 상일동 135,서울특별시 강동구청,37.5512577,127.1634092,2021-08-30
무궁화,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,996,100000,02-3425-6702,서울특별시 강동구 양재대로124길62,서울특별시 강동구 길동 340-17,서울특별시 강동구청,37.542327,127.1454038,2021-08-30
무지개,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,19675,100000,02-3425-6702,서울특별시 강동구 고덕2동 219,서울특별시 강동구 고덕2동 219,서울특별시 강동구청,37.559266,127.164181,2021-08-30
미리내,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,42862,100000,02-3425-6702,서울특별시 강동구 상일동 122,서울특별시 강동구 상일동 122,서울특별시 강동구청,37.554777,127.167892,2021-08-30
방아다리,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,2010,100000,02-3425-6702,서울특별시 강동구 동남로65길46-8,서울특별시 강동구 명일2동 236,서울특별시 강동구청,37.5481283,127.153662,2021-08-30
방죽,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,87748,100000,02-3425-6702,서울특별시 강동구 동남로82길94-58,서울특별시 강동구 고덕2동 296,서울특별시 강동구청,37.5591586,127.1598268,2021-08-30
벌말,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,86205,100000,02-3425-6702,서울특별시 강동구 강일동 산8-1,서울특별시 강동구 강일동 산8-1,서울특별시 강동구청,37.559933,127.177198,2021-08-30
볕우물,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1553,100000,02-3425-6702,서울특별시 강동구 고덕로24길23,서울특별시 강동구 암사1동 453-8,서울특별시 강동구청,37.553601,127.135719,2021-08-30
보람,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,990,100000,02-3425-6702,서울특별시 강동구 양재대로85길59,서울특별시 강동구 성내3동 444-6,서울특별시 강동구청,37.52471702,127.131388,2021-08-30
상일,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,9704,100000,02-3425-6702,서울특별시 강동구 상암로79가길3,서울특별시 강동구 상일동 188,서울특별시 강동구청,37.546944,127.167339,2021-08-30
새장터,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1592,100000,02-3425-6702,서울특별시 강동구 암사1가길16,서울특별시 강동구 암사1동 468-2,서울특별시 강동구청,37.55212624,127.1305653,2021-08-30
샘물,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,992,100000,02-3425-6702,서울특별시 강동구 양재대로1630,서울특별시 강동구 명일1동 315-1,서울특별시 강동구청,37.5510159,127.1447414,2021-08-30
샘터,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,59752,100000,02-3425-6702,서울특별시 강동구 고덕2동 287,서울특별시 강동구 고덕2동 287,서울특별시 강동구청,37.561813,127.158933,2021-08-30
샛마을,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,11467,100000,02-3425-6702,서울특별시 강동구 명일1동 288,서울특별시 강동구 명일1동 288,서울특별시 강동구청,37.550295,127.147121,2021-08-30
샛별,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,2392,100000,02-3425-6703,서울특별시 강동구 성내1동 566,서울특별시 강동구 성내1동 566,서울특별시 강동구청,37.527045,127.127081,2021-08-30
선린,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1575,100000,02-3425-6703,서울특별시 강동구 양재대로91길59,서울특별시 강동구 성내3동 424,서울특별시 강동구청,37.52851478,127.132763,2021-08-30
선사,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1610,100000,02-3425-6703,서울특별시 강동구 올림픽로 836,서울특별시 강동구 암사3동 440,서울특별시 강동구청,37.55576061,127.1299975,2021-08-30
성내,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,8929,100000,02-3425-6703,서울특별시 강동구 성내로3가길 71,서울특별시 강동구 성내1동 533,서울특별시 강동구청,37.5294429,127.126585,2021-08-30
성내천,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1414,100000,02-3425-6703,서울특별시 강동구 성내1동 463-4,서울특별시 강동구 성내1동 463-4,서울특별시 강동구청,37.526838,127.124038,2021-08-30
성심,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,992,100000,02-3425-6703,서울특별시 강동구 천중로40길66,서울특별시 강동구 길동 386-1,서울특별시 강동구청,37.53831458,127.1373779,2021-08-30
성안,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1057,100000,02-3425-6703,서울특별시 강동구 양재대로97길41,서울특별시 강동구 성내3동 405-18,서울특별시 강동구청,37.531366,127.134773,2021-08-30
솔말소,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1108,100000,02-3425-6703,서울특별시 강동구 암사3동 400-1,서울특별시 강동구 암사3동 400-1,서울특별시 강동구청,37.556527,127.139116,2021-08-30
솜다래,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,3993,100000,02-3425-6703,서울특별시 강동구 암사1동 413-4,서울특별시 강동구 암사1동 413-4,서울특별시 강동구청,37.553777,127.141245,2021-08-30
송림,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,11491,100000,02-3425-6703,서울특별시 강동구 고덕로 지하253,서울특별시 강동구 고덕동 310,서울특별시 강동구청,37.55504732,127.1539494,2021-08-30
안말,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,2290,100000,02-3425-6703,서울특별시 강동구 풍성로45길11,서울특별시 강동구 성내3동 512,서울특별시 강동구청,37.531223,127.129933,2021-08-30
암사,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1780,100000,02-3425-6703,서울특별시 강동구 암사3동 414-20,서울특별시 강동구 암사3동 414-20,서울특별시 강동구청,37.552756,127.137989,2021-08-30
암사,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,7047,100000,02-3425-6703,서울특별시 강동구 고덕로28길36,서울특별시 강동구 암사1동 산59-2,서울특별시 강동구청,37.5527562,127.1379796,2021-08-30
염주골,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,991,100000,02-3425-6703,서울특별시 강동구 양재대로138길29,서울특별시 강동구 명일1동 326-10,서울특별시 강동구청,37.549908,127.1456059,2021-08-30
원터,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,24508,100000,02-3425-6703,서울특별시 강동구 양재대로147길 18,서울특별시 강동구 명일2동 37,서울특별시 강동구청,37.5524155,127.1430368,2021-08-30
윤슬,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,2591,100000,02-3425-6703,서울특별시 강동구 강일동 448-1,서울특별시 강동구 강일동 448-1,서울특별시 강동구청,37.562656,127.177562,2021-08-30
은하수,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,2018,100000,02-3425-6703,서울특별시 강동구 양재대로145길8,서울특별시 강동구 명일2동 55,서울특별시 강동구청,37.552017,127.1435031,2021-08-30
진달래,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,2024,100000,02-3425-6704,서울특별시 강동구 양재대로147길5,서울특별시 강동구 명일2동 43,서울특별시 강동구청,37.5521507,127.1436747,2021-08-30
천사,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1617,100000,02-3425-6704,서울특별시 강동구 천중로12길23-23,서울특별시 강동구 천호2동 363-5,서울특별시 강동구청,37.54380935,127.1284086,2021-08-30
천암,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,166,100000,02-3425-6704,서울특별시 강동구 천호1동 231-14,서울특별시 강동구 천호1동 231-14,서울특별시 강동구청,37.547806,127.136889,2021-08-30
천일,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,2408,100000,02-3425-6704,서울특별시 강동구 구천면로42길60,서울특별시 강동구 천호1동 221-3,서울특별시 강동구청,37.54498878,127.1362629,2021-08-30
천호골목,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,233,100000,02-3425-6704,서울특별시 강동구 진황도로27다길30,서울특별시 강동구 천호1동 21-192,서울특별시 강동구청,37.5405287,127.1314181,2021-08-30
천호삼거리,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,170,100000,02-3425-6704,서울특별시 강동구 천호1동 21-194,서울특별시 강동구 천호1동 21-194,서울특별시 강동구청,37.545464,127.138523,2021-08-30
천호큰골목,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,586,100000,02-3425-6704,서울특별시 강동구 천호1동 21-197,서울특별시 강동구 천호1동 21-197,서울특별시 강동구청,37.545064,127.138597,2021-08-30
파랑새,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,2017,100000,02-3425-6704,서울특별시 강동구 명일2동 258,서울특별시 강동구 명일2동 258,서울특별시 강동구청,37.547932,127.150872,2021-08-30
하늬,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,2233,100000,02-3425-6704,서울특별시 강동구 상일동 175,서울특별시 강동구 상일동 175,서울특별시 강동구청,37.546114,127.159691,2021-08-30
한우물,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1500,100000,02-3425-6704,서울특별시 강동구 아리수로72길60-16,서울특별시 강동구 고덕2동 253,서울특별시 강동구청,37.561652,127.162745,2021-08-30
혜림,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,992,100000,02-3425-6704,서울특별시 강동구 천중로39길77,서울특별시 강동구 천호1동 47-23,서울특별시 강동구청,37.54460149,127.139959,2021-08-30
화랑,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,220,100000,02-3425-6704,서울특별시 강동구 천호2동 431-2,서울특별시 강동구 천호2동 431-2,서울특별시 강동구청,37.540021,127.123217,2021-08-30
희망,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,992,100000,02-3425-6704,서울특별시 강동구 길동 365-6,서울특별시 강동구 길동 365-6,서울특별시 강동구청,37.539085,127.142246,2021-08-30
암사동,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,1022,100000,02-3425-6704,서울특별시 강동구 암사동 518-1,서울특별시 강동구 암사동 518-1,서울특별시 강동구청,37.550327,127.123733,2021-08-30
일자산,공원전체,서울특별시,강동구,공원,국민건강증진법제9조,632733,100000,02-3425-6704,서울특별시 강동구 동남로 660,서울특별시 강동구 둔촌동 산140,서울특별시 강동구청,37.5330568,127.1513563,2021-08-30
성내도서관,공공도서관,서울특별시,강동구,도서관,국민건강증진법제9조,1034,100000,02-3425-6704,서울특별시 강동구 성안로 106-1,서울특별시 강동구 성내동 385,서울특별시 강동구청,37.53284547,127.133316,2021-08-30
해공도서관,공공도서관,서울특별시,강동구,도서관,국민건강증진법제9조,1766,100000,02-3425-6704,서울특별시 강동구 올림픽로 702,서울특별시 강동구 천호동 360,서울특별시 강동구청,37.54394767,127.1255384,2021-08-30
강일도서관,공공도서관,서울특별시,강동구,도서관,국민건강증진법제9조,1207,100000,02-3425-6704,서울특별시 강동구 아리수로93길 9-14,서울특별시 강동구 강일동 678,서울특별시 강동구청,37.5650504,127.1739072,2021-08-30
암사도서관,공공도서관,서울특별시,강동구,도서관,국민건강증진법제9조,1759,100000,02-3425-6704,서울특별시 강동구 고덕로20길 42,서울특별시 강동구 암사동 471-37,서울특별시 강동구청,37.552885,127.133351,2021-08-30
강동도서관,공공도서관,서울특별시,강동구,도서관,국민건강증진법제9조,3082,100000,02-3425-6704,서울특별시 강동구 양재대로116길 57,서울특별시 강동구 길동 362,서울특별시 강동구청,37.5380818,127.1435022,2021-08-30
고덕평생학습관,공공도서관,서울특별시,강동구,도서관,국민건강증진법제9조,3583,100000,02-3425-6704,서울특별시 강동구 고덕로 295,서울특별시 강동구 고덕동 296,서울특별시 강동구청,37.556127,127.1580412,2021-08-30
명성교회도서관,공공도서관,서울특별시,강동구,도서관,국민건강증진법제9조,2136,100000,02-3425-6704,서울특별시 강동구 상암로51길 8,서울특별시 강동구 명일동 341-2,서울특별시 강동구청,37.54690773,127.146256,2021-08-30
명성교회도서관 별관,공공도서관,서울특별시,강동구,도서관,국민건강증진법제9조,688,100000,02-3425-6704,서울특별시 강동구 상암로51길 12-1,서울특별시 강동구 명일동 341-1,서울특별시 강동구청,37.547071,127.1464031,2021-08-30
한국점자도서관,장애인도서관,서울특별시,강동구,도서관,국민건강증진법제9조,741,100000,02-3425-6704,서울특별시 강동구 상암로4가길 32,서울특별시 강동구 암사동 510-23,서울특별시 강동구청,37.55073399,127.124837,2021-08-30
한국시각장애인복지재단 점자도서관,장애인도서관,서울특별시,강동구,도서관,국민건강증진법제9조,702,100000,02-3425-6704,서울특별시 강동구 구천면로93길 12,서울특별시 강동구 상일동 126,서울특별시 강동구청,37.55117417,127.1687408,2021-08-30
천일어린이도서관,작은도서관,서울특별시,강동구,도서관,국민건강증진법제9조,301,100000,02-3425-6704,서울특별시 강동구 구천면로42길 60,서울특별시 강동구 천호동 221-3,서울특별시 강동구청,37.54498878,127.1362629,2021-08-30
현대백화점,백화점,서울특별시,강동구,대규모점포,국민건강증진법제9조,28994,100000,02-3425-6703,서울특별시 강동구 천호대로 1005,서울특별시 강동구 천호2동 455-8,서울특별시 강동구청,37.53897505,127.124441,2021-08-30
이마트 천호점,대형마트,서울특별시,강동구,대규모점포,국민건강증진법제9조,9081,100000,02-3425-6703,서울특별시 강동구 천호대로 1017,서울특별시 강동구 천호2동 454-1,서울특별시 강동구청,37.53872905,127.1251462,2021-08-30
이마트 명일점,대형마트,서울특별시,강동구,대규모점포,국민건강증진법제9조,8659,100000,02-3425-6703,서울특별시 강동구 고덕로 276,서울특별시 강동구 명일2동 46-4,서울특별시 강동구청,37.55470672,127.1556131,2021-08-30
홈플러스 강동점,대형마트,서울특별시,강동구,대규모점포,국민건강증진법제9조,14177,100000,02-3425-6703,서울특별시 강동구 양재대로 1571,서울특별시 강동구 천호1동 42,서울특별시 강동구청,37.54571459,127.142236,2021-08-30
2001 아울렛,그밖의 대규모점포,서울특별시,강동구,대규모점포,국민건강증진법제9조,9484,100000,02-3425-6703,서울특별시 강동구 구천면로 189,서울특별시 강동구 천호2동 563,서울특별시 강동구청,37.54159201,127.1255364,2021-08-30
주양쇼핑,그밖의 대규모점포,서울특별시,강동구,대규모점포,국민건강증진법제9조,14632,100000,02-3425-6703,서울특별시 강동구 고덕로62길 55,서울특별시 강동구 명일2동 48,서울특별시 강동구청,37.552376,127.153461,2021-08-30
현대프라자,그밖의 대규모점포,서울특별시,강동구,대규모점포,국민건강증진법제9조,27885,100000,02-3425-6703,서울특별시 강동구 진황도로 18,서울특별시 강동구 천호3동 410-105,서울특별시 강동구청,37.53923502,127.1291102,2021-08-30
코오롱상가,그밖의 대규모점포,서울특별시,강동구,대규모점포,국민건강증진법제9조,16785,100000,02-3425-6703,서울특별시 강동구 진황도로 12,서울특별시 강동구 천호3동 410-100,서울특별시 강동구청,37.53911634,127.1282973,2021-08-30
둔촌종합상가,그밖의 대규모점포,서울특별시,강동구,대규모점포,국민건강증진법제9조,11069,100000,02-3425-6703,서울특별시 강동구 양재대로 1330,서울특별시 강동구 둔촌1동 172-1,서울특별시 강동구청,37.52474868,127.1359786,2021-08-30
둔촌시장주상복합(파크프라자),그밖의 대규모점포,서울특별시,강동구,대규모점포,국민건강증진법제9조,23909,100000,02-3425-6703,서울특별시 강동구 양재대로89길 16,서울특별시 강동구 성내3동 428-2,서울특별시 강동구청,37.526853,127.1346721,2021-08-30
강동한신휴플러스 주상복합,그밖의 대규모점포,서울특별시,강동구,대규모점포,국민건강증진법제9조,27099,100000,02-3425-6703,서울특별시 강동구 진황도로 99,서울특별시 강동구 길동 414-10,서울특별시 강동구청,37.536047,127.137431,2021-08-30
이안강동 주상복합,그밖의 대규모점포,서울특별시,강동구,대규모점포,국민건강증진법제9조,15437,100000,02-3425-6703,서울특별시 강동구 천호대로162길 34,서울특별시 강동구 성내2동 25-1,서울특별시 강동구청,37.53557714,127.1279523,2021-08-30
동서울오네뜨,그밖의 대규모점포,서울특별시,강동구,대규모점포,국민건강증진법제9조,4715,100000,02-3425-6703,서울특별시 강동구 양재대로124길 32,서울특별시 강동구 길동 339-1,서울특별시 강동구청,37.54260895,127.143659,2021-08-30
