금연구역명,금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
북아현동 주민센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 북아현로 24,,서울특별시 서대문구청,37.55947486,126.9570419,2021-05-10
북아현1치안센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 신촌로 271,,서울특별시 서대문구청,37.55765869,126.9564673,2021-05-10
연희동 자치회관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 증가로 13-10,,서울특별시 서대문구청,37.56933186,126.9307781,2021-05-10
서대문자연사박물관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로32길 51,,서울특별시 서대문구청,37.57674819,126.9378611,2021-05-10
서대문구청 제3별관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 224,,서울특별시 서대문구청,37.57701846,126.9358534,2021-05-10
서대문구청(본관),건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 248,,서울특별시 서대문구청,37.57915309,126.9367628,2021-05-10
서대문소방서,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 182,,서울특별시 서대문구청,37.57320715,126.9359959,2021-05-10
연희동 주민센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 189,,서울특별시 서대문구청,37.57388615,126.9352187,2021-05-10
서대문소방서 119구조대,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 163,,서울특별시 서대문구청,37.57183463,126.9345347,2021-05-10
연희파출소,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 25길 73,,서울특별시 서대문구청,37.57027863,126.9328475,2021-05-10
연희동우체국,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 증가로 12,,서울특별시 서대문구청,37.56958268,126.9316122,2021-05-10
천연동 주민센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 성산로 694,,서울특별시 서대문구청,37.57111611,126.9590646,2021-05-10
교통안내센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 성산로 704,,서울특별시 서대문구청,37.57162108,126.960133,2021-05-10
신촌치안센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 신촌로 105,,서울특별시 서대문구청,37.55559002,126.9376631,2021-05-10
신촌동 자치회관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연세로2나길 47,,서울특별시 서대문구청,37.55781446,126.9395443,2021-05-10
서대문우체국,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 성산로20길 9,,서울특별시 서대문구청,37.56084691,126.9320877,2021-05-10
충정로우체국,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로 127,,서울특별시 서대문구청,37.56585181,126.9659973,2021-05-10
충현동 자치회관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 경기대로 40,,서울특별시 서대문구청,37.56293679,126.9623815,2021-05-10
서울시 건설안전본부,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 충정로 29,,서울특별시 서대문구청,37.56193599,126.9633349,2021-05-10
충정로지구대,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 독립문로 25-1,,서울특별시 서대문구청,37.56988437,126.9611093,2021-05-10
충현동 주민센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 북아현로22길 38,,서울특별시 서대문구청,37.56480649,126.9547151,2021-05-10
서울시 상수도사업본부,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 서소문로 51,,서울특별시 서대문구청,37.56191039,126.9667772,2021-05-10
상수도사업본부,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 서소문로 51,,서울특별시 서대문구청,37.56191039,126.9667772,2021-05-10
독립문우편취급국,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 독립문공원길13,,서울특별시 서대문구청,37.57192947,126.9583174,2021-05-10
서대문형무소역사관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로 251,,서울특별시 서대문구청,37.57460869,126.9556085,2021-05-10
서대문구의회,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로 279-22,,서울특별시 서대문구청,37.57624246,126.9546507,2021-05-10
서대문등기소,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 모래내로 333,,서울특별시 서대문구청,37.58040558,126.9337674,2021-05-10
서대문구청 제4별관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 모래내로 334,,서울특별시 서대문구청,37.58011165,126.9341452,2021-05-10
홍은2동 주민센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 모래내로 334,,서울특별시 서대문구청,37.58011165,126.9341452,2021-05-10
홍은1동 주민센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 홍은중앙로 85,,서울특별시 서대문구청,37.59885263,126.9471505,2021-05-10
서대문소방서홍은119안전센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 홍은중앙로 83,,서울특별시 서대문구청,37.59872539,126.9470277,2021-05-10
홍은미성우편취급국,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 41길 37,,서울특별시 서대문구청,37.59036531,126.9351315,2021-05-10
홍은2동우편취급국,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 261-28,,서울특별시 서대문구청,37.57981781,126.9345343,2021-05-10
홍은예술창작센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 명지2길 14,,서울특별시 서대문구청,37.5832239,126.9277388,2021-05-10
홍은2동 파출소,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 298,,서울특별시 서대문구청,37.58360827,126.9362126,2021-05-10
서대문보육정보센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로290,,서울특별시 서대문구청,37.58292571,126.9364601,2021-05-10
서대문구청 제1별관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 262-20,,서울특별시 서대문구청,37.58109748,126.9370068,2021-05-10
서대문구청 제2별관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 262-20,,서울특별시 서대문구청,37.58109748,126.9370068,2021-05-10
홍은파출소,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 세검정로1길 112,,서울특별시 서대문구청,37.59525099,126.9464198,2021-05-10
홍은1동 자치회관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 세검정로1길 45,,서울특별시 서대문구청,37.59323721,126.9439003,2021-05-10
홍제3동우편취급소,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 간호대로 11-24,,서울특별시 서대문구청,37.59593199,126.9480182,2021-05-10
국민건강보험공단 서대문지사,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로413,,서울특별시 서대문구청,37.58617768,126.9464343,2021-05-10
홍제동우체국,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로 419,,서울특별시 서대문구청,37.5867062,126.9460872,2021-05-10
홍제1동 주민센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로435-1,,서울특별시 서대문구청,37.58770463,126.9448842,2021-05-10
홍제파출소,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로 441-1,,서울특별시 서대문구청,37.58817018,126.9445493,2021-05-10
서대문세무서,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 충정로 60,,서울특별시 서대문구청,37.56386259,126.9661549,2021-05-10
안산 치안센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로 358-1,,서울특별시 서대문구청,37.58242115,126.9505744,2021-05-10
경찰청 분실,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 세검정로 90-15,,서울특별시 서대문구청,37.59566112,126.9499811,2021-05-10
서대문구 도시관리공단,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로 484,,서울특별시 서대문구청,37.59160674,126.9429382,2021-05-10
신지식산업센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로484,,서울특별시 서대문구청,37.59160674,126.9429382,2021-05-10
서부수도사업소,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로26길 41,,서울특별시 서대문구청,37.58302262,126.9523549,2021-05-10
홍제2동 주민센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로34길 27,,서울특별시 서대문구청,37.58610468,126.9493679,2021-05-10
홍제3동 주민센터,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 세검정로4길 32,,서울특별시 서대문구청,37.59376636,126.9496906,2021-05-10
홍제1동 자치회관,건물 및 부지,서울특별시,서대문구,청사,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로 27길 19,,서울특별시 서대문구청,37.58315881,126.9484129,2021-05-10
가재울초병설유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 명지대길 101,,서울특별시 서대문구청,37.58447124,126.9230552,2021-05-10
새나유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 가재울로 45,,서울특별시 서대문구청,37.57567504,126.9208496,2021-05-10
연유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 명지대길 39-4,,서울특별시 서대문구청,37.58187656,126.9240775,2021-05-10
조은유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 증가로 191,,서울특별시 서대문구청,37.57849067,126.9173896,2021-05-10
신현유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 이화여대8길 28,,서울특별시 서대문구청,37.55865703,126.9471157,2021-05-10
이대부속유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 이화여대길 52,,서울특별시 서대문구청,37.56446116,126.9502888,2021-05-10
삼성유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 증가로20나길 12,,서울특별시 서대문구청,37.58159076,126.9194171,2021-05-10
세종유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 거북골로14길 5,,서울특별시 서대문구청,37.57570631,126.9134453,2021-05-10
자연유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 거북골로18길 19-4,,서울특별시 서대문구청,37.5784291,126.9106887,2021-05-10
해맑은유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 거북골로21길 55,,서울특별시 서대문구청,37.57740057,126.9056657,2021-05-10
벧엘유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로10길 17-6,,서울특별시 서대문구청,37.566156,126.9323063,2021-05-10
신촌유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 신촌로 43,,서울특별시 서대문구청,37.55738112,126.9314467,2021-05-10
금화초병설유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로 165,,서울특별시 서대문구청,37.56882553,126.9629452,2021-05-10
홍제초병설유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 홍은중앙로 13,,서울특별시 서대문구청,37.59350241,126.9454205,2021-05-10
경복유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 세검정로1길 95,,서울특별시 서대문구청,37.59582542,126.9456208,2021-05-10
명지유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 가좌로 122-20,,서울특별시 서대문구청,37.58372622,126.926338,2021-05-10
인왕초병설유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 세무서길 33-9,,서울특별시 서대문구청,37.5902178,126.9448035,2021-05-10
선재유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 세검정로4가길 38,,서울특별시 서대문구청,37.59402349,126.9512497,2021-05-10
숙명유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 세무서2길 62,,서울특별시 서대문구청,37.58889644,126.9492041,2021-05-10
예그린유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 홍제내길 84,,서울특별시 서대문구청,37.5861367,126.9358257,2021-05-10
인왕유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로32길 23,,서울특별시 서대문구청,37.58546593,126.9494787,2021-05-10
홍제성당유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로40길 18,,서울특별시 서대문구청,37.59011749,126.9436613,2021-05-10
현대홍익유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 모래내로 430,,서울특별시 서대문구청,37.58361748,126.9422585,2021-05-10
현대경복유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로34길 66,,서울특별시 서대문구청,37.58631328,126.9515502,2021-05-10
한양제일유치원,건물 및 부지,서울특별시,서대문구,유치원,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로25길 30,,서울특별시 서대문구청,37.58327668,126.9472325,2021-05-10
연 희 중,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 증가로170,,서울특별시 서대문구청,37.57958472,126.9187894,2021-05-10
가재울초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 모래내로15길 61,,서울특별시 서대문구청,37.57376442,126.918388,2021-05-10
이화여자대학교 사범대학 부속이화 금란고등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 성산로520,,서울특별시 서대문구청,37.56264355,126.9444886,2021-05-10
이화여자대학교 사범대학부속초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 성산로512-39,,서울특별시 서대문구청,37.56115187,126.9427751,2021-05-10
이화여대사범대부속중학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 성산로520,,서울특별시 서대문구청,37.56264355,126.9444886,2021-05-10
대신초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 이화여대2길 27,,서울특별시 서대문구청,37.55794444,126.9480425,2021-05-10
미동초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 충정로 52,,서울특별시 서대문구청,37.56334405,126.9658861,2021-05-10
북가좌초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 거북골로19길 20,,서울특별시 서대문구청,37.57722184,126.9077741,2021-05-10
가재울고,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 수색로 100-35,,서울특별시 서대문구청,37.57444587,126.9094148,2021-05-10
가재울중,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 수색로 100-75,,서울특별시 서대문구청,37.57517186,126.9099334,2021-05-10
한 성 중,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 북아현로1길 24,,서울특별시 서대문구청,37.55909644,126.9544565,2021-05-10
한 성 고,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 북아현로1길 24,,서울특별시 서대문구청,37.55909644,126.9544565,2021-05-10
추계초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 북아현로11가길 7,,서울특별시 서대문구청,37.56317881,126.9540587,2021-05-10
중 앙 여 중,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 북아현로11가길 7,,서울특별시 서대문구청,37.56317881,126.9540587,2021-05-10
중 앙 여 고,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 북아현로11가길 7,,서울특별시 서대문구청,37.56317881,126.9540587,2021-05-10
북성초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 북아현로1나길 22,,서울특별시 서대문구청,37.55963212,126.9518349,2021-05-10
연세대 재활학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연세로 50,,서울특별시 서대문구청,37.5638097,126.9429344,2021-05-10
서울외국인학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로22길 39,,서울특별시 서대문구청,37.57032644,126.9361523,2021-05-10
한국한성화교중ㆍ고,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 176,,서울특별시 서대문구청,37.57150361,126.938377,2021-05-10
신 연 중,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 모래내로408,,서울특별시 서대문구청,37.58271297,126.9398597,2021-05-10
연 북 중,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로36길 32,,서울특별시 서대문구청,37.5775722,126.9384801,2021-05-10
서 연 중,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로11마길 9-6,,서울특별시 서대문구청,37.56822839,126.9273336,2021-05-10
연희초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로 136,,서울특별시 서대문구청,37.5690469,126.9341442,2021-05-10
창서초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,,서울특별시 서대문구 창천동 53-38,서울특별시 서대문구청,37.55813838,126.9334845,2021-05-10
금화초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로 165,,서울특별시 서대문구청,37.56882553,126.9629452,2021-05-10
동 명 여 중,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 독립문로49,,서울특별시 서대문구청,37.56861316,126.9622529,2021-05-10
인 창 중,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 경기대로65,,서울특별시 서대문구청,37.56488839,126.9640184,2021-05-10
인 창 고,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 경기대로65,,서울특별시 서대문구청,37.56488839,126.9640184,2021-05-10
경기초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 경기대로9길 10,,서울특별시 서대문구청,37.56511161,126.9628606,2021-05-10
한 성 과 학 고,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 통일로279-79,,서울특별시 서대문구청,37.57543602,126.9523705,2021-05-10
홍제초등학교,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 홍은중앙로13,,서울특별시 서대문구청,37.59350241,126.9454205,2021-05-10
홍 은 중,입출구로부터 50m이내,서울특별시,서대문구,초중등학교,국민건강 증진법,,100000,02-330-8590,서울특별시 서대문구 연희로41길 94,,서울특별시 서대문구청,37.59189368,126.9357551,2021-05-10
